name,price,price_numeric
SprinJene Springen Natural Strawberry Toothpaste for Kids Fluoride Free - 100g,40.0,
PRO BEAUTY Shampoo 4.2L Pro Beauty with Keratin,50.0,
"CLEAR Shampoo For Men, Anti-Dandruff Shampoo, Cool Sport Menthol, 100% Dandruff-Free Hair  And Nourished Scalp 200ml",15.85,
Oplus Keratin and Protein Shampoo  500 ml,28.5,
Oplus Rosemary and Lavender Hair Loss Shampoo 500 ml,32.5,
Etumax Tongat Ali Etomax Royal Honey (12 sachets - 20 grams),78.0,
Head & Shoulders Extra Volume Anti-Dandruff Shampoo For Fine And Limp Hair 600ml,28.95,
"CLEAR 2In1 Shampoo And Conditioner For Women, Anti Dandruff Shampoo, Soft And Shiny 200ml",14.1,
SOFNFREE Hair Shampoo 250 ml,18.5,
Salvatore SALVATORE cosmetics professional,350.0,
Oplus Rosamary Shampoo with Lavender Oil Promotes Hair Growth 1000 ml,49.5,
Oplus Hair Shampoo with Argan Oil 500 ml,32.5,
Oplus Hair Shampoo after Protein and Keratin with Argan Oil 1000 ML,49.5,
Sunsilk Shine And Strength Shampoo 200ml,15.85,
"CLEAR Anti-Dandruff Hair fall Defense Shampoo for Men, 700ml",37.1,
Herbal Essences Clean White Strawberry And Sweet Mint Shampoo 400ml,32.0,
Dove Shampoo Hair Fall 200ml,17.85,
LAKME Teknia Silver White Shampoo and Mask for Gray and Oily Color Enhancer 250 ml,122.0,
"CLEAR 2In1 Shampoo And Conditioner For Women, Anti Dandruff Shampoo, Soft And Shiny 400ml",20.35,
KERA HOUSE Strengthening Conditioner And Treatment Of Split Ends And Frizz  Kera Housee,140.0,
Sunsilk Black Shine Shampoo 200ml,15.85,
Disaar Argan Hair Color Shampoo Black 400 ml,42.0,
framesi Morphosis Re-structure Express Filler Kit 3x1000ml,540.0,
"PILGRIM Mild Sulphate Free Shampoo (Argan Oil) For Dry Frizzy Hair, Men and Women, No Sulphate No Paraben, 200ml",31.5,
LAKME K Therapy Purifiying Shampoo 300ml,55.0,
Vavo Pack Of 3 Pieces Vavo Shampoo Ketoconazole 2% Against Dandruff And Serborrhoeic Dermatitis 100 ml,83.0,
Sunsilk Natural Recharge Coconut Moisture Shampoo 400ml,19.4,
globalstar Global star shampoo with tea and mint 5 liter,49.0,
PERT Shampoo Honey Normal Green 200ml,21.9,
Salon Choice Brown Hair Dye Shampoo,32.0,
Dabur Volume And Thickness Shampoo Enriched With Coconut And Castor For Thin And Limp Hair 200ml,22.0,
Salvatore Daily hair care set after protein Tanino Therapy Salvatore,300.0,
MoeHair Color Vibrant Shampoo Anti-Yellow Paraben and Sulfate-Free 360 ml  Made in USA,74.0,
PERT PLUS Ginger Extracts Shampoo 600ml,44.55,
oyster cosmetics Go Color Chromatic Shampoo Specific Formula For Colored Hair 1000 ml - Made in Italy,89.0,
Argan Deluxe Professional Argan Oil Nourishing Shampoo - 300 ml,49.0,
Numero Hair Professional NUMERO Nourishing Shampoo with Shea Butter for Dry Hair 300 ml - Made in Italy,65.0,
Numero Hair Professional Elasticizing & Frizz-Free Shampoo With Olive Oil For Curly & Wavy Hair 300 ml - Made in Italy,58.0,
Generic Therapy Shampoo With Argan Oil 500ml,70.0,
Bogenia Bogenia Marula Oil Scalp Shampoo & Scrub BG403.006,29.0,
Oplus After Protein and Keratin Shampoo 1000 ML,41.95,
Oplus Botox Hair Shampoo 500ml,32.5,
WOW Apple Cider Vinegar Shampoo Clarifying Daily Detox Removes Buildup Almond And Argan Oils 10 Fl Oz,71.1,
Dove Dove Nourishing Shampoo for Dry and Damaged Hair with Nourishing Oils Hair Care Style Expressing Nourishing Oils 400 ml,22.0,
Diyating Sakura Japanese Hair Conditioner 300ml,25.0,
SM Shea Moisture Jamaican Black Castor Oil Strengthen & Restore Shampoo 473ml,40.0,
"Watermans Grow Me® Shampoo Conditioner - Biotin, Caffeine, Argan Oil For Hydrating And Revitalising 250Ml",39.95,
Alpecin C1 Against Hair Loss Caffeine Natural Shampoo Red/Grey 250ml,63.95,
Diyating Sakura Japanese Anti Hair Loss Shampoo 300ml,23.0,
SAADA BEAUTY Dark Brown Hair Dye Shampoo with Argan Oil 2 Pieces 400ml,59.0,
SprinJene Springen Natural Strawberry Toothpaste for Kids Fluoride Free - 100g,40.0,
PRO BEAUTY Shampoo 4.2L Pro Beauty with Keratin,50.0,
